,MAC,SSID,Frequncy,Signal,Lat,Lon,Alt,TIME,Approx. w-center algo1,
14,24:c9:a1:36:56:f8,Ariel_University,6,-84,32.10436408,35.20456039,640.0,2017-11-01 14:25:02,Approx. w-center algo1,
15,d8:38:0d:05:1a:b9,IP-COM_051AB8,4,-81,32.10444352,35.20453609,650.0,2017-11-01 14:32:52,Approx. w-center algo1,
16,6c:aa:b3:08:24:98,Ariel_University,6,-91,32.104651828131715,35.20495072519144,656.6912647581603,2017-11-01 16:30:41,Approx. w-center algo1,
17,8c:0c:90:6e:e3:a3,island-2EE3A0,6,-88,32.10467280840564,35.20502148876441,656.7445823967115,2017-11-01 14:33:23,Approx. w-center algo1,
18,8c:0c:90:ae:e3:a3,,6,-85,32.10465951420596,35.20500345548461,654.0,2017-11-01 14:33:23,Approx. w-center algo1,
19,24:c9:a1:36:45:28,Ariel_University,1,-85,32.1046375570929,35.204891410521086,656.2861609891258,2017-11-01 14:33:23,Approx. w-center algo1,
20,8c:0c:90:2d:75:b8,Ariel_University,4,-82,32.10467015165002,35.205003160534744,656.4483978360382,2017-11-01 14:33:23,Approx. w-center algo1,
21,24:c9:a1:35:d3:78,Ariel_University,1,-77,32.104652811294876,35.20486655162219,657.4471107698215,2017-11-01 16:31:33,Approx. w-center algo1,
22,20:0c:c8:0c:10:67,lior,11,-85,32.10462687,35.20497135,655.0,2017-11-01 14:33:33,Approx. w-center algo1,
23,04:a1:51:13:2f:bb,bezeq,11,-80,32.10467784736211,35.20503873991347,658.9157416309763,2017-11-01 14:33:33,Approx. w-center algo1,
24,8c:0c:90:2f:2b:98,Ariel_University,6,-88,32.10469112118831,35.205190399402234,657.2958829539155,2017-11-01 16:30:58,Approx. w-center algo1,
25,24:c9:a1:35:d3:68,Ariel_University,11,-82,32.10470344414401,35.205423076051396,659.1506988661456,2017-11-01 16:58:51,Approx. w-center algo1,
26,14:ae:db:39:f8:8d,ariel,6,-86,32.104711901016,35.20524102144472,658.5799115258861,2017-11-01 16:30:58,Approx. w-center algo1,
27,8c:0c:90:2f:35:38,Ariel_University,1,-83,32.10470397233257,35.20520365836967,656.7617331692741,2017-11-01 16:31:18,Approx. w-center algo1,
28,24:c9:a1:36:51:b8,Ariel_University,2,-89,32.104665467969106,35.20517308475902,658.7067872705666,2017-11-01 14:33:54,Approx. w-center algo1,
29,24:c9:a1:33:34:68,Ariel_University,11,-86,32.10469569445779,35.20545893970619,659.1161505967294,2017-11-01 16:30:41,Approx. w-center algo1,
30,2c:5d:93:3e:f5:38,Ariel_University,6,-85,32.10468337,35.20536971,655.0,2017-11-01 14:34:32,Approx. w-center algo1,
31,24:c9:a1:35:a6:98,Ariel_University,6,-74,32.104693192203875,35.20558241785634,658.2777702431835,2017-11-01 14:34:32,Approx. w-center algo1,
32,a0:4f:d4:2b:11:c2,israela_5,52,-91,32.1046836137934,35.205614365868044,657.4811729423525,2017-11-01 16:58:11,Approx. w-center algo1,
33,00:ec:0a:cd:e9:32,Redmi,11,-81,32.10470213,35.20571573,653.0,2017-11-01 14:34:54,Approx. w-center algo1,
34,8c:0c:90:2f:cc:38,Ariel_University,11,-71,32.10470202727799,35.20572658758475,659.557532092775,2017-11-01 16:30:33,Approx. w-center algo1,
35,8c:0c:90:2f:d5:68,Ariel_University,6,-79,32.10468516047032,35.205861992110506,658.5517741570209,2017-11-01 16:30:35,Approx. w-center algo1,
36,e0:10:7f:1e:31:58,Ariel_University,1,-88,32.10468152,35.20590906,655.0,2017-11-01 14:35:06,Approx. w-center algo1,
37,e0:10:7f:1a:89:c8,Ariel_University,11,-88,32.10468391082242,35.205885462548544,660.4786681701589,2017-11-01 14:35:06,Approx. w-center algo1,
38,24:c9:a1:33:3b:68,Ariel_University,6,-85,32.10468152,35.20590906,655.0,2017-11-01 14:35:06,Approx. w-center algo1,
39,f0:b0:52:3e:c8:58,Ariel_University,6,-89,32.10474704546035,35.20649793836806,666.5338403758685,2017-11-01 16:28:52,Approx. w-center algo1,
40,f0:b0:52:3e:d1:38,Ariel_University,6,-86,32.10497647462218,35.20645474356984,664.1993359475853,2017-11-01 14:35:18,Approx. w-center algo1,
41,1c:b9:c4:16:cc:a8,Ariel_University,6,-88,32.104536717700014,35.20652915435291,666.7993250446457,2017-11-01 16:28:16,Approx. w-center algo1,
42,24:c9:a1:35:aa:b8,Ariel_University,10,-80,32.104620440363846,35.20640694189783,666.282834038146,2017-11-01 16:29:12,Approx. w-center algo1,
43,ec:8c:a2:26:d2:98,Ariel_University,11,-87,32.10494039053946,35.20636181845985,664.1679613561204,2017-11-01 14:35:20,Approx. w-center algo1,
44,f0:b0:52:3e:c7:b8,Ariel_University,1,-83,32.104882078919196,35.20650072803019,665.1633093600103,2017-11-01 14:35:20,Approx. w-center algo1,
45,8c:0c:90:b0:04:c3,,2,-81,32.10469653941072,35.20607230630299,659.8091108048958,2017-11-01 16:30:25,Approx. w-center algo1,
46,8c:0c:90:30:04:c8,Ariel_University,2,-81,32.104689577992175,35.20613485477761,660.621547289414,2017-11-01 16:30:25,Approx. w-center algo1,
47,1c:b9:c4:15:33:dc,Ariel_University,36,-91,32.104679124673815,35.20632590722587,664.56738170347,2017-11-01 14:35:35,Approx. w-center algo1,
48,ec:8c:a2:08:95:8c,Ariel_University,52,-90,32.10445569216192,35.206681352815906,670.0193826272048,2017-11-01 14:35:35,Approx. w-center algo1,
49,f0:b0:52:3e:cc:1c,Ariel_University,36,-90,32.10498295806128,35.20663525579281,665.4380219568573,2017-11-01 14:35:35,Approx. w-center algo1,
50,ec:8c:a2:08:a2:4c,Ariel_University,36,-88,32.10464074144501,35.20663775910839,671.7266933364839,2017-11-01 14:35:35,Approx. w-center algo1,
51,f0:b0:52:3e:c8:5c,Ariel_University,44,-88,32.10460674659459,35.20668021446486,670.6281081081081,2017-11-01 16:29:00,Approx. w-center algo1,
52,ec:8c:a2:08:aa:d8,Ariel_University,6,-88,32.10446263248434,35.20679579339615,672.2421078557763,2017-11-01 16:28:09,Approx. w-center algo1,
53,ec:8c:a2:08:aa:dc,Ariel_University,36,-93,32.104444408835164,35.20678345829417,671.4043435185008,2017-11-01 16:28:02,Approx. w-center algo1,
54,f0:b0:52:3e:c7:a8,Ariel_University,11,-89,32.104674380351135,35.20657720454052,668.6317727801315,2017-11-01 14:35:46,Approx. w-center algo1,
55,f0:b0:52:3e:c8:ec,Ariel_University,52,-88,32.10486372992479,35.206633494755565,666.4399768585478,2017-11-01 14:35:46,Approx. w-center algo1,
56,1c:b9:c4:16:cc:ac,Ariel_University,44,-84,32.10450446966369,35.20662523169504,668.886814157963,2017-11-01 16:29:22,Approx. w-center algo1,
57,ec:8c:a2:08:a2:48,Ariel_University,6,-89,32.1045873207272,35.20673377586978,671.6146372445738,2017-11-01 16:28:09,Approx. w-center algo1,
58,f0:b0:52:3e:d8:98,Ariel_University,1,-90,32.10460234358842,35.206001187404034,664.0558641782661,2017-11-01 16:31:02,Approx. w-center algo1,
59,1c:b9:c4:15:41:f8,Ariel_University,1,-89,32.104405293606426,35.20675435878185,670.9861141559987,2017-11-01 16:29:22,Approx. w-center algo1,
60,1c:b9:c4:15:44:3c,Ariel_University,36,-87,32.10442081853897,35.206664634914766,670.698221436383,2017-11-01 14:35:55,Approx. w-center algo1,
61,1c:b9:c4:15:44:38,Ariel_University,11,-87,32.104442360556305,35.20673471661688,671.4418683249967,2017-11-01 16:29:12,Approx. w-center algo1,
62,f0:b0:52:3e:d0:98,Ariel_University,1,-80,32.10451366718063,35.20657947761457,668.0382026117285,2017-11-01 16:29:43,Approx. w-center algo1,
63,1c:b9:c4:15:41:fc,Ariel_University,44,-90,32.10426150120813,35.20685522375644,672.1388224335711,2017-11-01 14:36:05,Approx. w-center algo1,
64,ec:8c:a2:09:8c:68,Ariel_University,1,-90,32.10437095020066,35.206779411116734,671.7066829523643,2017-11-01 14:36:05,Approx. w-center algo1,
65,f8:d1:11:77:77:d6,masa2,6,-89,32.1043796,35.20672806,671.0,2017-11-01 14:36:05,Approx. w-center algo1,
66,ec:8c:a2:09:8c:6c,Ariel_University,36,-88,32.104366155286385,35.20672258354952,672.1074722917411,2017-11-01 14:36:05,Approx. w-center algo1,
67,ec:8c:a2:88:95:87,,52,-87,32.104436072347674,35.206859974937345,674.1296097483619,2017-11-01 14:36:05,Approx. w-center algo1,
68,1c:b9:c4:95:41:f7,,44,-87,32.1043796,35.20672806,671.0,2017-11-01 14:36:05,Approx. w-center algo1,
69,1c:b9:c4:16:ed:fc,Ariel_University,36,-92,32.1043916194085,35.20667992710435,671.4605137357385,2017-11-01 16:29:31,Approx. w-center algo1,
70,ec:8c:a2:08:95:88,Ariel_University,1,-89,32.1044048559041,35.20674477584266,672.1733857182215,2017-11-01 16:30:27,Approx. w-center algo1,
71,1c:b9:c4:15:fd:68,Ariel_University,11,-82,32.10436765723865,35.20680276308442,671.9753124047546,2017-11-01 16:29:22,Approx. w-center algo1,
72,1c:b9:c4:16:ed:f8,Ariel_University,1,-80,32.1043794,35.20688328,671.0,2017-11-01 14:36:16,Approx. w-center algo1,
73,1c:b9:c4:96:cc:a7,,44,-88,32.10438956069355,35.20671273898886,669.8686448971856,2017-11-01 14:36:25,Approx. w-center algo1,
74,1c:b9:c4:16:ec:58,Ariel_University,6,-88,32.10406198,35.20689818,670.0,2017-11-01 14:36:37,Approx. w-center algo1,
75,1c:b9:c4:55:44:73,island-154470,8,-84,32.10406198,35.20689818,670.0,2017-11-01 14:36:37,Approx. w-center algo1,
76,1c:b9:c4:16:06:3c,Ariel_University,36,-90,32.10402433,35.20681703,669.0,2017-11-01 14:36:41,Approx. w-center algo1,
77,1c:b9:c4:15:36:8c,Ariel_University,36,-89,32.1039271,35.2067212,669.0,2017-11-01 14:36:50,Approx. w-center algo1,
78,ec:8c:a2:08:a3:28,Ariel_University,11,-88,32.1039271,35.2067212,669.0,2017-11-01 14:36:50,Approx. w-center algo1,
79,1c:b9:c4:16:ec:5c,Ariel_University,44,-85,32.1039271,35.2067212,669.0,2017-11-01 14:36:50,Approx. w-center algo1,
80,ec:8c:a2:08:a1:38,Ariel_University,1,-83,32.1039271,35.2067212,669.0,2017-11-01 14:36:50,Approx. w-center algo1,
81,00:25:86:cc:07:b2,KCG_54,2,-80,32.104033535672265,35.20687569705857,671.1826242646432,2017-11-01 14:36:50,Approx. w-center algo1,
82,00:25:86:cc:00:f8,AUC_54_R,5,-85,32.10393800080612,35.207852464264775,679.6121554882907,2017-11-01 14:40:33,Approx. w-center algo1,
83,30:e1:71:0d:e0:57,DIRECT-56-HP DeskJet 3630 series,6,-93,32.10369894,35.20696385,669.0,2017-11-01 14:37:17,Approx. w-center algo1,
84,ec:8c:a2:08:a3:bc,Ariel_University,52,-91,32.10366473504793,35.207081955623,669.5399361022364,2017-11-01 14:37:17,Approx. w-center algo1,
85,ec:8c:a2:08:7a:1c,Ariel_University,48,-83,32.10354557098008,35.20767015701331,678.6495239280824,2017-11-01 14:37:17,Approx. w-center algo1,
86,ec:8c:a2:88:a3:b7,,52,-87,32.1036534,35.20696595,669.0,2017-11-01 14:37:20,Approx. w-center algo1,
87,ec:8c:a2:08:a3:b8,Ariel_University,11,-85,32.1036534,35.20696595,669.0,2017-11-01 14:37:20,Approx. w-center algo1,
88,ec:8c:a2:26:b0:58,Ariel_University,1,-77,32.10355712446721,35.207331188701005,671.167815639157,2017-11-01 14:37:35,Approx. w-center algo1,
89,ec:8c:a2:09:86:4c,Ariel_University,44,-91,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
90,ec:8c:a2:08:ab:dc,Ariel_University,36,-91,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
91,ec:8c:a2:8a:11:97,,44,-89,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
92,1c:b9:c4:15:36:7c,Ariel_University,36,-89,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
93,ec:8c:a2:0a:11:98,Ariel_University,11,-88,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
94,ec:8c:a2:09:84:fc,Ariel_University,36,-87,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
95,1c:b9:c4:16:28:88,Ariel_University,11,-87,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
96,ec:8c:a2:26:ae:28,Ariel_University,11,-79,32.1035762,35.20731852,671.0,2017-11-01 14:37:45,Approx. w-center algo1,
97,ec:8c:a2:09:8e:dc,Ariel_University,44,-86,32.10350121,35.20743708,672.0,2017-11-01 14:37:53,Approx. w-center algo1,
98,ec:8c:a2:08:7a:18,Ariel_University,1,-81,32.10350121,35.20743708,672.0,2017-11-01 14:37:53,Approx. w-center algo1,
99,a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,6,-91,32.10354376,35.20762713,671.0,2017-11-01 14:38:05,Approx. w-center algo1,
100,1c:b9:c4:16:d2:8c,Ariel_University,44,-89,32.10344413271267,35.20822409611934,682.1371025657766,2017-11-01 14:38:15,Approx. w-center algo1,
101,00:25:86:cb:fd:f8,,9,-86,32.103444649332964,35.20821870466094,682.0941046221976,2017-11-01 14:38:15,Approx. w-center algo1,
102,ec:8c:a2:08:a9:28,Ariel_University,11,-91,32.10347322,35.2077653,686.0,2017-11-01 14:38:23,Approx. w-center algo1,
103,ec:8c:a2:09:8c:3c,Ariel_University,52,-90,32.10347322,35.2077653,686.0,2017-11-01 14:38:23,Approx. w-center algo1,
104,ec:8c:a2:09:03:3c,Ariel_University,44,-89,32.10346646,35.20799775,685.0,2017-11-01 14:38:38,Approx. w-center algo1,
105,ec:8c:a2:09:03:38,Ariel_University,1,-87,32.10346646,35.20799775,685.0,2017-11-01 14:38:38,Approx. w-center algo1,
106,ec:8c:a2:09:0c:c8,Ariel_University,1,-78,32.10346646,35.20799775,685.0,2017-11-01 14:38:38,Approx. w-center algo1,
107,ec:8c:a2:88:7a:17,,48,-75,32.10346646,35.20799775,685.0,2017-11-01 14:38:38,Approx. w-center algo1,
108,ec:8c:a2:08:78:3c,Ariel_University,56,-83,32.10343493075651,35.20825897272661,683.4842761081218,2017-11-01 14:38:45,Approx. w-center algo1,
109,ec:8c:a2:88:78:37,,56,-82,32.10345272201231,35.208148413923396,683.0,2017-11-01 14:38:45,Approx. w-center algo1,
110,00:27:22:f3:bb:3a,,6,-76,32.10347197,35.20808082,683.0,2017-11-01 14:38:45,Approx. w-center algo1,
111,ec:8c:a2:08:94:1c,Ariel_University,40,-80,32.10341646,35.20837504,684.0,2017-11-01 14:39:05,Approx. w-center algo1,
112,78:11:dc:1a:cf:d0,TamiRacheli,8,-86,32.10341216,35.20856155,688.0,2017-11-01 14:39:18,Approx. w-center algo1,
113,ec:8c:a2:08:78:38,Ariel_University,1,-85,32.10341216,35.20856155,688.0,2017-11-01 14:39:18,Approx. w-center algo1,
114,1c:b9:c4:16:d2:88,Ariel_University,11,-85,32.10341216,35.20856155,688.0,2017-11-01 14:39:18,Approx. w-center algo1,
115,ec:8c:a2:08:94:18,Ariel_University,1,-84,32.103421396835614,35.208766645205486,689.8123287671233,2017-11-01 14:39:18,Approx. w-center algo1,
116,c4:12:f5:85:12:7d,Si_2.4G,5,-89,32.10339932,35.20866939,684.0,2017-11-01 14:39:27,Approx. w-center algo1,
117,1c:b9:c4:12:7c:c8,Ariel_University,11,-80,32.10339055,35.20881988,688.0,2017-11-01 14:39:41,Approx. w-center algo1,
118,1c:b9:c4:12:7c:cc,Ariel_University,36,-88,32.10342745,35.20890105,691.0,2017-11-01 14:39:48,Approx. w-center algo1,
119,1c:b9:c4:16:28:ec,Ariel_University,40,-88,32.103533552398396,35.20902787440036,691.805078825352,2017-11-01 14:39:48,Approx. w-center algo1,
120,ec:8c:a2:88:78:c7,,40,-86,32.10342745,35.20890105,691.0,2017-11-01 14:39:48,Approx. w-center algo1,
121,ec:8c:a2:08:78:cc,Ariel_University,40,-85,32.10346018945492,35.20895479485742,691.0,2017-11-01 14:39:48,Approx. w-center algo1,
122,1c:b9:c4:16:28:e8,Ariel_University,1,-78,32.103786778225654,35.20925416800386,691.6962391513982,2017-11-01 14:40:08,Approx. w-center algo1,
123,1c:b9:c4:16:12:e8,Ariel_University,11,-89,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
124,1c:b9:c4:16:1d:7c,Ariel_University,52,-88,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
125,8c:0c:90:ae:16:83,,1,-84,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
126,8c:0c:90:6e:16:88,,1,-84,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
127,ec:8c:a2:26:b0:e8,Ariel_University,1,-84,32.10391671749359,35.20935904185501,692.7498553360338,2017-11-01 14:40:26,Approx. w-center algo1,
128,8c:0c:90:2e:16:88,Ariel_University,1,-83,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
129,1c:b9:c4:96:28:e7,,40,-82,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
130,ec:8c:a2:26:d3:68,Ariel_University,11,-78,32.10392265373192,35.20936351564127,692.9556412729025,2017-11-01 14:40:26,Approx. w-center algo1,
131,1c:b9:c4:16:cc:dc,Ariel_University,36,-77,32.10386624,35.209321,691.0,2017-11-01 14:40:26,Approx. w-center algo1,
132,60:e3:27:a7:7c:14,Pele Shetah,1,-93,32.10395278,35.20938622,694.0,2017-11-01 14:40:33,Approx. w-center algo1,
133,54:e6:fc:b5:1f:98,TP-LINK_B51F98,1,-93,32.10395278,35.20938622,694.0,2017-11-01 14:40:33,Approx. w-center algo1,
134,1c:b9:c4:16:1d:78,Ariel_University,11,-87,32.10395278,35.20938622,694.0,2017-11-01 14:40:33,Approx. w-center algo1,
135,30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,6,-81,32.10395278,35.20938622,694.0,2017-11-01 14:40:33,Approx. w-center algo1,
136,1c:b9:c4:16:cc:d8,Ariel_University,1,-72,32.10395278,35.20938622,694.0,2017-11-01 14:40:33,Approx. w-center algo1,
137,1c:b9:c4:16:05:38,Ariel_University,11,-89,32.10410761,35.20944712,696.0,2017-11-01 14:40:44,Approx. w-center algo1,
138,1c:b9:c4:15:23:5c,Ariel_University,36,-88,32.10410761,35.20944712,696.0,2017-11-01 14:40:44,Approx. w-center algo1,
139,c4:12:f5:85:27:b8,Neuropplied,11,-84,32.10410761,35.20944712,696.0,2017-11-01 14:40:44,Approx. w-center algo1,
140,a0:8c:fd:8c:79:6f,DIRECT-6E-HP DeskJet 3630 series,6,-82,32.10410761,35.20944712,696.0,2017-11-01 14:40:44,Approx. w-center algo1,
141,90:8d:78:53:fe:d8,GIFTWIZARD,10,-89,32.104289513547286,35.209968955921475,694.0,2017-11-01 14:40:55,Approx. w-center algo1,
142,9c:d2:1e:04:e6:2c,HP-Print-2c-LaserJet 400 color,6,-87,32.10420622,35.20960651,694.0,2017-11-01 14:40:55,Approx. w-center algo1,
143,8c:0c:90:2f:cb:e8,Ariel_University,1,-81,32.10414963761169,35.209770825647,694.9627827816226,2017-11-01 14:40:55,Approx. w-center algo1,
144,1c:b9:c4:15:23:58,Ariel_University,1,-79,32.10420622,35.20960651,694.0,2017-11-01 14:40:55,Approx. w-center algo1,
145,1c:b9:c4:14:62:48,Ariel_University,11,-90,32.10416747,35.20973282,691.0,2017-11-01 14:41:06,Approx. w-center algo1,
146,00:27:22:f3:bb:2b,,6,-78,32.10416747,35.20973282,691.0,2017-11-01 14:41:06,Approx. w-center algo1,
147,f8:e9:03:12:ef:3c,ShapeDo-5GHz,48,-90,32.10413372,35.2097742,692.0,2017-11-01 14:41:11,Approx. w-center algo1,
148,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-89,32.10413372,35.2097742,692.0,2017-11-01 14:41:11,Approx. w-center algo1,
149,1c:b9:c4:15:34:b8,Ariel_University,6,-82,32.10425704869058,35.21004777189408,693.0889950603288,2017-11-01 14:41:11,Approx. w-center algo1,
150,c4:12:f5:fd:6a:74,mati-sh1,9,-79,32.10425744748358,35.21004865651028,693.0925164113785,2017-11-01 14:41:11,Approx. w-center algo1,
151,8c:0c:90:6f:cb:e8,,1,-75,32.10413282458276,35.209813448195575,694.780798892624,2017-11-01 14:41:11,Approx. w-center algo1,
152,1c:b9:c4:15:34:bc,Ariel_University,36,-90,32.10413211,35.20984477,697.0,2017-11-01 14:41:25,Approx. w-center algo1,
153,fc:75:16:53:0e:93,ArtSim,6,-88,32.10413211,35.20984477,697.0,2017-11-01 14:41:25,Approx. w-center algo1,
154,24:79:2a:2b:07:b8,Ariel_University,11,-86,32.10413211,35.20984477,697.0,2017-11-01 14:41:25,Approx. w-center algo1,
155,90:8d:78:54:6b:4c,Yotta Green_5G,60,-85,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
156,90:8d:78:53:fe:d7,GIFTWIZARD_5G,60,-81,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
157,00:11:6b:11:7e:0c,yosh,1,-80,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
158,8c:0c:90:2f:36:58,Ariel_University,1,-78,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
159,90:8d:78:54:6b:4d,Salomon,1,-77,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
160,1c:b9:c4:15:25:48,Ariel_University,1,-69,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
161,c8:be:19:09:6f:11,CliClap,6,-68,32.10436022,35.21027663,694.0,2017-11-01 14:42:00,Approx. w-center algo1,
162,24:79:2a:2c:61:6c,Ariel_University,36,-90,32.10415975,35.21065312,699.0,2017-11-01 14:42:31,Approx. w-center algo1,
163,1c:b9:c4:15:ed:38,Ariel_University,6,-86,32.104362749816865,35.2109773044854,701.0099715463459,2017-11-01 14:42:31,Approx. w-center algo1,
164,24:79:2a:2c:61:68,Ariel_University,6,-84,32.10415975,35.21065312,699.0,2017-11-01 14:42:31,Approx. w-center algo1,
165,8c:0c:90:2d:34:38,Ariel_University,11,-82,32.10417203645561,35.2106748411115,699.0,2017-11-01 14:42:31,Approx. w-center algo1,
166,24:79:2a:2b:24:98,Ariel_University,1,-81,32.10415975,35.21065312,699.0,2017-11-01 14:42:31,Approx. w-center algo1,
167,8c:0c:90:2e:e8:18,Ariel_University,6,-73,32.10415975,35.21065312,699.0,2017-11-01 14:42:31,Approx. w-center algo1,
168,1c:b9:c4:15:41:78,Ariel_University,11,-89,32.10432346724142,35.210997525106016,701.1610536399338,2017-11-01 14:42:33,Approx. w-center algo1,
169,1c:b9:c4:16:e8:fc,Ariel_University,36,-85,32.104362717018226,35.21110974507923,701.5261503931813,2017-11-01 14:42:43,Approx. w-center algo1,
170,8c:0c:90:2f:d3:d8,Ariel_University,11,-76,32.104363250569506,35.21090645791683,703.0820532034469,2017-11-01 14:42:43,Approx. w-center algo1,
171,1c:b9:c4:15:ed:3c,Ariel_University,44,-73,32.10439771545144,35.21103727501924,701.5121935658715,2017-11-01 14:42:43,Approx. w-center algo1,
172,1c:b9:c4:14:36:f8,Ariel_University,6,-84,32.10441694102259,35.21115545281433,703.646654342783,2017-11-01 14:42:52,Approx. w-center algo1,
173,1c:b9:c4:16:e8:f8,Ariel_University,1,-77,32.10434548911727,35.21114294864398,701.205973437395,2017-11-01 14:42:52,Approx. w-center algo1,
174,1c:b9:c4:15:41:7c,Ariel_University,44,-87,32.10437962751778,35.21113105864997,701.5498428279207,2017-11-01 14:42:56,Approx. w-center algo1,
175,1c:b9:c4:14:36:fc,Ariel_University,36,-84,32.10438496442379,35.21116012784528,703.6088038724107,2017-11-01 14:42:58,Approx. w-center algo1,
176,3c:1e:04:05:5f:f6,BezeqNGN_009030Hz_5G_1,60,-92,32.10436577,35.21114196,704.0,2017-11-01 14:43:03,Approx. w-center algo1,
177,1c:b9:c4:94:36:f7,,36,-69,32.104402797085804,35.21117891495937,704.0000000000001,2017-11-01 14:43:03,Approx. w-center algo1,
178,1c:b9:c4:15:ed:48,Ariel_University,11,-88,32.10438110558736,35.2112071847364,701.7015250520933,2017-11-01 14:48:04,Approx. w-center algo1,
179,1c:b9:c4:15:ed:4c,Ariel_University,52,-70,32.10444385188235,35.21118730364706,704.0,2017-11-01 14:43:13,Approx. w-center algo1,
180,ec:8c:a2:08:79:a8,Ariel_University,1,-88,32.10445973,35.21117921,704.0,2017-11-01 14:43:18,Approx. w-center algo1,
181,ec:8c:a2:08:79:8c,Ariel_University,44,-79,32.10442346,35.21110655,703.0,2017-11-01 14:43:24,Approx. w-center algo1,
182,ec:8c:a2:08:79:88,Ariel_University,11,-77,32.10442346,35.21110655,703.0,2017-11-01 14:43:24,Approx. w-center algo1,
183,1c:b9:c4:95:ed:47,,52,-70,32.10442346,35.21110655,703.0000000000001,2017-11-01 14:43:24,Approx. w-center algo1,
184,1c:b9:c4:96:e8:f7,,36,-73,32.10438989331345,35.21116334512946,701.1911177802525,2017-11-01 14:43:44,Approx. w-center algo1,
185,1c:b9:c4:15:44:8c,Ariel_University,36,-80,32.10438267078707,35.21116773327786,701.517778830567,2017-11-01 14:43:51,Approx. w-center algo1,
