WigleWifi-1.4,appRelease=2.26,model=Nexus 5,release=6.0.1,device=hammerhead,display=M4B30Z,board=hammerhead,brand=google
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-54,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-55,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-65,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-55,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-54,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-83,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-81,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-77,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-67,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-55,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-55,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-64,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-55,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-64,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-83,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-81,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.1010665866667,35.2101379366667,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-69,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-56,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-55,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-64,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-56,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-61,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-85,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-83,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-83,32.1012257566667,35.2100792166667,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-68,32.101411455,35.2100107100001,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-56,32.101411455,35.2100107100001,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-53,32.101411455,35.2100107100001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.101411455,35.2100107100001,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-76,32.101411455,35.2100107100001,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-56,32.101411455,35.2100107100001,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-55,32.101411455,35.2100107100001,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-84,32.101411455,35.2100107100001,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-84,32.101411455,35.2100107100001,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.101411455,35.2100107100001,0,18.499885559082,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-83,32.101411455,35.2100107100001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-68,32.101570625,35.2099519900001,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-56,32.101570625,35.2099519900001,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-53,32.101570625,35.2099519900001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-67,32.101570625,35.2099519900001,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,32.101570625,35.2099519900001,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-56,32.101570625,35.2099519900001,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-53,32.101570625,35.2099519900001,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-84,32.101570625,35.2099519900001,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-80,32.101570625,35.2099519900001,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.101570625,35.2099519900001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-71,32.101729795,35.2098932700001,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-58,32.101729795,35.2098932700001,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-59,32.101729795,35.2098932700001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-69,32.101729795,35.2098932700001,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.101729795,35.2098932700001,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-58,32.101729795,35.2098932700001,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-68,32.101729795,35.2098932700001,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-84,32.101729795,35.2098932700001,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-80,32.101729795,35.2098932700001,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.101729795,35.2098932700001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-72,32.101888965,35.2098345500001,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-58,32.101888965,35.2098345500001,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-58,32.101888965,35.2098345500001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-66,32.101888965,35.2098345500001,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.101888965,35.2098345500001,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-58,32.101888965,35.2098345500001,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-64,32.101888965,35.2098345500001,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-80,32.101888965,35.2098345500001,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-80,32.101888965,35.2098345500001,0,18.499885559082,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-89,32.101888965,35.2098345500001,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-72,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-56,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-55,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-67,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-56,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-59,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-86,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-85,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-89,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-85,32.1019950783334,35.2097954033334,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-67,32.10212772,35.20974647,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-55,32.10212772,35.20974647,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.10212772,35.20974647,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-65,32.10212772,35.20974647,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-76,32.10212772,35.20974647,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-56,32.10212772,35.20974647,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-53,32.10212772,35.20974647,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-86,32.10212772,35.20974647,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-85,32.10212772,35.20974647,0,18.499885559082,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-85,32.10212772,35.20974647,0,18.499885559082,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],1970-01-01 02:00:00,40,-89,32.10212772,35.20974647,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10228689,35.20968775,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-54,32.10228689,35.20968775,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-51,32.10228689,35.20968775,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10228689,35.20968775,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-75,32.10228689,35.20968775,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-54,32.10228689,35.20968775,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-59,32.10228689,35.20968775,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-83,32.10228689,35.20968775,0,18.499885559082,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],1970-01-01 02:00:00,40,-88,32.10228689,35.20968775,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10228689,35.20968775,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-54,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-49,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-47,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10244606,35.20962903,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-49,32.10244606,35.20962903,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-54,32.10244606,35.20962903,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-76,32.10244606,35.20962903,0,18.499885559082,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],1970-01-01 02:00:00,40,-88,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:96:d2:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-56,32.10244606,35.20962903,0,18.499885559082,WIFI
8c:0c:90:ae:16:83,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,8,-89,32.10244606,35.20962903,0,18.499885559082,WIFI
8c:0c:90:6e:16:88,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,8,-92,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10244606,35.20962903,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-58,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-40,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-40,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.10260523,35.20957031,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-49,32.10260523,35.20957031,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-54,32.10260523,35.20957031,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-80,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:96:d2:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-56,32.10260523,35.20957031,0,18.499885559082,WIFI
8c:0c:90:ae:16:83,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,8,-89,32.10260523,35.20957031,0,18.499885559082,WIFI
8c:0c:90:6e:16:88,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,8,-92,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10260523,35.20957031,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-52,32.1027644,35.20951159,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-46,32.1027644,35.20951159,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-50,32.1027644,35.20951159,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.1027644,35.20951159,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-68,32.1027644,35.20951159,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-46,32.1027644,35.20951159,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-52,32.1027644,35.20951159,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-73,32.1027644,35.20951159,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-40,32.10292357,35.20945287,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-61,32.10292357,35.20945287,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.10292357,35.20945287,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-42,32.10292357,35.20945287,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-81,32.10292357,35.20945287,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-61,32.10292357,35.20945287,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-65,32.10292357,35.20945287,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-73,32.10292357,35.20945287,0,18.499885559082,WIFI
1c:b9:c4:96:d2:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-40,32.10292357,35.20945287,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,32.10292357,35.20945287,0,18.499885559082,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-88,32.10292357,35.20945287,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-41,32.10308274,35.20939415,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-66,32.10308274,35.20939415,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.10308274,35.20939415,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-45,32.10308274,35.20939415,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10308274,35.20939415,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-61,32.10308274,35.20939415,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-63,32.10308274,35.20939415,0,18.499885559082,WIFI
1c:b9:c4:96:d2:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-40,32.10308274,35.20939415,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,32.10308274,35.20939415,0,18.499885559082,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-86,32.10308274,35.20939415,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-52,32.10324191,35.20933543,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-74,32.10324191,35.20933543,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10324191,35.20933543,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-53,32.10324191,35.20933543,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10324191,35.20933543,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-74,32.10324191,35.20933543,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-71,32.10324191,35.20933543,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,32.10324191,35.20933543,0,18.499885559082,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-86,32.10324191,35.20933543,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],2017-11-07 16:36:00,44,-80,32.10336432,35.20922654,683,13,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],2017-11-07 16:36:00,1,-87,32.10336432,35.20922654,683,13,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-07 16:36:00,11,-79,32.10336432,35.20922654,683,13,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],2017-11-07 16:36:00,11,-84,32.10336432,35.20922654,683,13,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-07 16:36:00,6,-89,32.10336432,35.20922654,683,13,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],2017-11-07 16:36:00,1,-87,32.10336432,35.20922654,683,13,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],2017-11-07 16:36:00,36,-81,32.10336432,35.20922654,683,13,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],2017-11-07 16:36:00,44,-83,32.10336432,35.20922654,683,13,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],2017-11-07 16:36:00,40,-87,32.10336432,35.20922654,683,13,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-07 16:36:00,1,-84,32.10336432,35.20922654,683,13,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],2017-11-07 16:36:05,1,-76,32.10337082,35.20923012,682,16,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],2017-11-07 16:36:05,11,-85,32.10337082,35.20923012,682,16,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],2017-11-07 16:36:28,40,-74,32.10340027,35.20921522,683,16,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-07 16:36:28,1,-73,32.10340027,35.20921522,683,16,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],2017-11-07 16:36:28,40,-62,32.10340027,35.20921522,683,16,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],2017-11-07 16:36:28,6,-63,32.10340027,35.20921522,683,16,WIFI
